Page,Element,Status,Suggestion
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/about"">About BASIS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/mission"">Mission</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/vision"">Vision</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/coreValues"">Core Values</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/31"">Executive Council (EC)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/16"">Previous ECs</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""#"">Committees &amp; Forums</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/17"">Standing Committee(s)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/19"">Forums/Focus Groups</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/18"">Board Sub-Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/32"">Advisory Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/33"">Other Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/13"">BASIS E-Commerce Alliance</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""http://studentsforum.basis.org.bd/"">BASIS Students Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/14"">BASIS Womens Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/20"">BASIS Secretariat</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""http://www.onebangladesh.com.bd/"">One Bangladesh</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""http://www.bangladeshnext.com.bd/"">Bangladesh Next</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""http://www.basis.org.bd/index.php/site/memberPage/3"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tMembership\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/3"">Membership Process</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""#"">Services for Members</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/9"">General Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/memberpanel"">Member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""http://basis.eserve.org.bd/"">Non-member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/11"">Code of Conduct</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberList"">Member List</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/annualReport"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tResources\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/knowledgePage/1"">About Bangladesh ICT Sector</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/publications"">Publications</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/circulars"">Circulars</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/gazettes"">Gazettes</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/annualReport"">Annual Reports</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/currentNews"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tMedia Center\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/currentNews"">Current News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/events"">Upcoming Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/wNewsList"">Industry News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""#"">BASIS Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/photoGallery"">Photo Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/videoGallery"">Video Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/pressReleaseList"">Press Release</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/pressKit"">Press Kit</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""http://www.basis.org.bd/index.php/site/basisInPage/13"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tOur Initiatives\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""#"">Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/21"">BASIS National ICT Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""http://outsourcingaward.basis.org.bd/"">BASIS Outsourcing Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/4"">Bangladesh Internet Week</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""#"">Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""http://www.softexpo.com.bd/"">BASIS SoftExpo</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://www.digitalworld.org.bd/"">Digital World</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/10"">BizTech</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""nav-link tcrNI"" href=""https://basis.org.bd/index.php/memberpanel/login"">Member Login <img height=""30"" src=""https://basis.org.bd/Assets/images/login.png""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/knowledgePage/1"">About Bangladesh ICT Sector</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/publications"">Publications</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/circulars"">Circulars</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/gazettes"">Gazettes</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""innerPageMenuA active"" href=""https://basis.org.bd/index.php/site/annualReport"">Annual Reports</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/281d1a9225930d883649a06a5b2fd221.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/f3e0350edb9275e53da5399ffe733979.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/281d1a9225930d883649a06a5b2fd221.pdf"">Annual Report 2017</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/250fdc2ec458cb5e16260b708563f3a5.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/de1f63fd510a18ef936681e08c7e3345.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/250fdc2ec458cb5e16260b708563f3a5.pdf"">Annual Report 2016</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/fd82be9b2a0db5f438bba13a509603dc.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/8d5cfa6aa1aaae8b0d5a50342f543e1b.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/fd82be9b2a0db5f438bba13a509603dc.pdf"">Annual Report 2015</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/1a9bf0a4814dea5113a29ab5606b5695.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/06479ca358eb56e30e8068de2bb2ca31.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/1a9bf0a4814dea5113a29ab5606b5695.pdf"">Annual Report 2014 </a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/498f6b8ee18ac50b57149ba823d5007b.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/3cc9e0fce11f9c389eb12d46e3c949cf.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/498f6b8ee18ac50b57149ba823d5007b.pdf"">Annual Report 2013</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/a454ea582c176ebde912f2534f56806b.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/e5722b70effb7637160138430153ed1b.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/a454ea582c176ebde912f2534f56806b.pdf"">Annual Report 2012</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/e240a26b0ce31451669eed38901c12a7.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/b7f06223a27871f72cb55b91a821c57c.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/e240a26b0ce31451669eed38901c12a7.pdf"">Annual Report 2011</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/985113af988bb773675ba57c96033b11.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/f0568c59bcaccadc382f92febc3aeb19.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/985113af988bb773675ba57c96033b11.pdf"">Annual Report 2010</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/f5e761ae907c04433a74b42c07a3d6b8.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/901f429bc272ce440eee0871f2c34682.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/f5e761ae907c04433a74b42c07a3d6b8.pdf"">Annual Report 2009</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/94782a4b169e14aa6e2e81a888802d8b.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/12ce47db68d667c67ad24a7b8fe4d83c.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/94782a4b169e14aa6e2e81a888802d8b.pdf"">Annual Report 2008</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/665f34df346e023e1b06fef2f5094204.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/34e21ce9c2373483a5abc33e439c6dfe.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/665f34df346e023e1b06fef2f5094204.pdf"">Annual Report 2007</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/30c2d5c3f31c633cc4a9cdba1455615b.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/199b9d83f626002f75aa14ca457eb418.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/30c2d5c3f31c633cc4a9cdba1455615b.pdf"">Annual Report 2006</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/75a9b174801f41d903be2eaaaf9fc50d.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/3780fd0e69c0b841cfe45e964ca8b8ff.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/75a9b174801f41d903be2eaaaf9fc50d.pdf"">Annual Report 2005</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/ac63f838ea8a1a81e719c4996786330f.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/f4b2500b0edec13a7974d088d5d8d0e6.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/ac63f838ea8a1a81e719c4996786330f.pdf"">Annual Report 2004</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/3619f365e2f01c2b4968902ca1b39549.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/d898c22f25ccdbe92ba66c135e026b3f.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/3619f365e2f01c2b4968902ca1b39549.pdf"">Annual Report 2003</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/2c694bb554de9b4e7f94136b24a011c1.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/e0148875fa7608a47c1f4dc67a48635e.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/2c694bb554de9b4e7f94136b24a011c1.pdf"">Annual Report 2000-01</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/annual_report/d5e6a5a911cdb1da78235e625c311d65.pdf"" target=""_blank""><img class=""w100"" src=""https://basis.org.bd/annual_report/f2f21a98e7e3a558cb36fe7e638f3a86.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcb f12"" href=""https://basis.org.bd/annual_report/d5e6a5a911cdb1da78235e625c311d65.pdf"">Annual Report 1999</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tBtnR tcwB"" href=""https://basis.org.bd/index.php/site/wNews/126"">DETAILS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/401"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""https://basis.org.bd/index.php/site/photoGalleryDetails/1""><img class=""mAuto"" id=""innerPagePictureGIT"" src=""https://basis.org.bd/photo_gallery/CP3A0598.JPG""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tBtnR tcwB"" href=""https://basis.org.bd/index.php/site/photoGallery"">See All</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""tcr titleSizeST"" href=""mailto:info@basis.org.bd"">Email: info@basis.org.bd</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""footerLinkArrow titleSizeST"" href=""http://www.ictd.gov.bd/""> ICT Division, Bangladesh</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""footerLinkArrow titleSizeST"" href=""http://a2i.pmo.gov.bd/""> a2i  Access to Information</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""footerLinkArrow titleSizeST"" href=""http://nbr.gov.bd/""> <span class=""f11"">National Board of Revenue (NBR), Bangladesh</span></a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""footerLinkArrow titleSizeST"" href=""#""> BASIS A2I Joint Initiative</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""footerLinkArrow titleSizeST"" href=""#""> BITMAP Project</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a class=""footerLinkArrow titleSizeST"" href=""#""> Software Technology Park</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""http://www.unicert.co.uk/client/search.php?country=Bangladesh&amp;query=BDQ132124"" target=""_blank"">ISO 9001:2015</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""http://magnitodigital.com/"" target=""_blank"">Magnito Digital Ltd</a>'",Ok,None
b'https://basis.org.bd/index.php/site/annualReport',"b'<a href=""http://www.systechdigital.com/"" target=""_blank"">Systech Digital Limited</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a href=""https://basis.org.bd/index.php/site/about"">About BASIS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a href=""http://www.basis.org.bd/index.php/site/memberPage/3"">Membership</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a href=""https://basis.org.bd/index.php/site/annualReport"">Resources</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a href=""https://basis.org.bd/index.php/site/currentNews"">Media Center</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a href=""http://www.basis.org.bd/index.php/site/basisInPage/13"">Our Initiatives</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/about"">About BASIS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/mission"">Mission</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/vision"">Vision</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/coreValues"">Core Values</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/31"">Executive Council (EC)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/16"">Previous ECs</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Committees &amp; Forums</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/17"">Standing Committee(s)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/19"">Forums/Focus Groups</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/18"">Board Sub-Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/32"">Advisory Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/33"">Other Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/13"">BASIS E-Commerce Alliance</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://studentsforum.basis.org.bd/"">BASIS Students Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/14"">BASIS Womens Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/aboutPage/20"">BASIS Secretariat</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""http://www.onebangladesh.com.bd/"">One Bangladesh</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""http://www.bangladeshnext.com.bd/"">Bangladesh Next</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberPage/3"">Membership Process</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Services for Members</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberPage/9"">General Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/memberpanel"">Member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://basis.eserve.org.bd/"">Non-member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberPage/11"">Code of Conduct</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/memberList"">Member List</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/knowledgePage/1"">About Bangladesh ICT Sector</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/publications"">Publications</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/circulars"">Circulars</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/gazettes"">Gazettes</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/annualReport"">Annual Reports</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/currentNews"">Current News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/events"">Upcoming Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/wNewsList"">Industry News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""#"">BASIS Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/photoGallery"">Photo Gallery</a>'",Ok,None
